age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income,fairness_weight,merit_score,final_score
49,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K,1.093519284984871,0.5758764327402246,0.6297319849697285
24,Private,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Male,40,United-States,<=50K,1.093519284984871,0.4886706737269929,0.5343708057270165
46,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,1.093519284984871,0.45880766003194995,0.5017150243437196
58,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.7876373846816079,0.6252460161861083,0.49246713697142064
20,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K,0.8525062819796573,0.361354486981333,0.30805697017312267
65,?,HS-grad,9,Widowed,?,Unmarried,White,Male,40,United-States,<=50K,1.093519284984871,0.4848350572918674,0.5301764851854017
43,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,0.8525062819796573,0.48469807098891027,0.41320815038146785
48,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,50,India,<=50K,1.093519284984871,0.65746575339578,0.7189514805553928
41,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,54,United-States,<=50K,1.093519284984871,0.5462440592466089,0.5973284130945853
27,State-gov,Some-college,10,Separated,Other-service,Not-in-family,White,Female,30,United-States,<=50K,0.8525062819796573,0.4168618954235623,0.3553773845665338
52,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,12,United-States,<=50K,1.093519284984871,0.36845540954191247,0.40291309599107994
26,Private,HS-grad,9,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,60,?,<=50K,1.093519284984871,0.5232471344512931,0.5721808323355607
52,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.4670268381140291,0.5107028540831982
52,Local-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,38,United-States,<=50K,0.8525062819796573,0.487843164642735,0.41588936247876784
19,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,30,United-States,<=50K,1.093519284984871,0.37590299131612337,0.41105717028768135
39,Local-gov,Some-college,10,Divorced,Prof-specialty,Own-child,White,Female,45,United-States,<=50K,0.8525062819796573,0.502177802607426,0.42810973139357095
47,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,0.8525062819796573,0.4901775230436298,0.41787941767992265
27,Private,HS-grad,9,Divorced,Craft-repair,Other-relative,Other,Male,40,United-States,<=50K,1.093519284984871,0.4327802627720325,0.47325356350203757
48,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,1.093519284984871,0.49154738605730963,0.5375165461375716
50,Private,HS-grad,9,Separated,Other-service,Unmarried,White,Female,35,United-States,<=50K,0.8525062819796573,0.44132792841343427,0.3762348313855212
60,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,<=50K,1.093519284984871,0.5998224769144085,0.6559174460732983
28,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,>50K,0.7876373846816079,0.5471093094529476,0.43092374563248015
47,Federal-gov,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,40,United-States,<=50K,0.8525062819796573,0.46017752304562987,0.39230422922223795
69,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,20,United-States,<=50K,1.093519284984871,0.5184777746456464,0.5669654454110543
40,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,66,South,<=50K,1.093519284984871,0.5699762370506933,0.6232800071980414
41,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,1.093519284984871,0.6019583449535506,0.658253058964283
38,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,48,Trinadad&Tobago,<=50K,1.093519284984871,0.48458344979968715,0.529901347540456
46,Federal-gov,Assoc-voc,11,Separated,Tech-support,Not-in-family,Other,Female,30,United-States,<=50K,0.8525062819796573,0.4728892926814797,0.40314109269187826
21,Self-emp-not-inc,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,30,United-States,<=50K,1.093519284984871,0.40864271734148305,0.4468586920815333
44,Private,Masters,14,Separated,Sales,Unmarried,White,Female,48,United-States,<=50K,0.8525062819796573,0.6428026278717663,0.5479932783337127
38,?,10th,6,Separated,?,Own-child,White,Male,35,United-States,<=50K,1.093519284984871,0.33488957225527594,0.3662082056014786
47,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,>50K,2.1999658551748333,0.4672183393703947,1.0278643935263558
42,Local-gov,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,1.093519284984871,0.48332820797523046,0.528528716398093
56,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,>50K,2.1999658551748333,0.6154654738339838,1.354003027473764
32,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,1.093519284984871,0.5596295778324318,0.6119657358077061
24,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,33,United-States,<=50K,1.093519284984871,0.5165278165804638,0.5648331286618653
26,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.4614103997563527,0.5045611704261502
49,Private,11th,7,Never-married,Other-service,Not-in-family,White,Male,60,United-States,<=50K,1.093519284984871,0.49475398376992996,0.5410230225755103
65,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.7876373846816079,0.4848350572918674,0.38187421652732395
73,State-gov,7th-8th,4,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,40,United-States,<=50K,0.8525062819796573,0.3457939614113063,0.2947915243737698
34,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.3823693038717916,0.4181282077700444
22,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,0.8525062819796573,0.5459309476956332,0.46540956243763504
49,Local-gov,Some-college,10,Never-married,Other-service,Unmarried,White,Female,30,United-States,<=50K,0.8525062819796573,0.4469988817245193,0.3810693547080345
25,Private,11th,7,Never-married,Other-service,Unmarried,Black,Female,32,United-States,<=50K,0.8525062819796573,0.3333058428714966,0.28414532486847544
39,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,25,United-States,<=50K,1.093519284984871,0.2603410679244855,0.28468797844898114
19,Private,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,56,United-States,<=50K,1.093519284984871,0.4352907464209459,0.4759988257867635
24,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,<=50K,0.8525062819796573,0.3386706737369929,0.28871887688306935
34,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K,0.8525062819796573,0.4194101201945565,0.35754976219170254
35,?,HS-grad,9,Widowed,?,Own-child,White,Female,38,United-States,<=50K,0.8525062819796573,0.43455549341217736,0.37046128800265077
21,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,40,United-States,<=50K,1.093519284984871,0.42456108468995335,0.46426573376255903
43,Private,Masters,14,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,0.8525062819796573,0.6046980709809103,0.5155089042122067
35,Federal-gov,Bachelors,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,28,?,<=50K,1.093519284984871,0.5086371260577072,0.5562045064033836
39,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,0.8525062819796573,0.4792186189341908,0.4085368830830132
48,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,80,United-States,>50K,0.7876373846816079,0.7652208554371907,0.6027165532803717
33,Self-emp-not-inc,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Black,Male,32,United-States,<=50K,1.093519284984871,0.49426474697093553,0.5404880327008855
19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,26,United-States,<=50K,0.8525062819796573,0.3875356443755352,0.3303765713211782
17,Private,10th,6,Never-married,Sales,Unmarried,White,Female,12,United-States,<=50K,0.8525062819796573,0.20051020407111725,0.1709362085716505
43,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K,1.093519284984871,0.5306164383353805,0.5802393082497241
62,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,42,United-States,<=50K,0.8525062819796573,0.4899091417201219,0.4176506209156661
53,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,>50K,2.1999658551748333,0.6183967011177091,1.3604516274117167
45,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,0.7876373846816079,0.6992745317012106,0.5507747633235976
47,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K,0.8525062819796573,0.46017752304562987,0.39230422922223795
30,Private,Some-college,10,Never-married,Other-service,Own-child,Black,Female,40,United-States,<=50K,0.8525062819796573,0.4668898518110721,0.39802653166149027
53,Private,HS-grad,9,Separated,Sales,Not-in-family,White,Female,33,United-States,<=50K,0.8525062819796573,0.43625384398517986,0.3719091425351391
24,Private,HS-grad,9,Separated,Machine-op-inspct,Own-child,Black,Female,40,United-States,<=50K,0.8525062819796573,0.42867067373099293,0.36544444225612355
41,Local-gov,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.48195834496155054,0.5270307447748466
58,Local-gov,5th-6th,3,Divorced,Other-service,Other-relative,Black,Female,40,Haiti,<=50K,0.8525062819796573,0.2952460162081083,0.25169908354688003
63,State-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K,0.8525062819796573,0.4729116577952136,0.40316015909183356
50,Private,Some-college,10,Divorced,Other-service,Own-child,White,Male,28,United-States,<=50K,1.093519284984871,0.4391850712689051,0.4802573451100027
29,Self-emp-inc,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,60,United-States,<=50K,1.093519284984871,0.5573567234903327,0.6094803257526591
55,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.47113642715506876,0.5151967689529375
36,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,45,United-States,<=50K,1.093519284984871,0.4680682135683864,0.5118416182254477
23,Local-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,1.093519284984871,0.4273008107173131,0.46726167700905186
58,Self-emp-not-inc,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K,1.093519284984871,0.5282051998673434,0.5776025724842282
25,Private,11th,7,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,<=50K,0.8525062819796573,0.37004053674867277,0.31546188216536775
40,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,30,United-States,<=50K,0.8525062819796573,0.4046701146034005,0.3449838148288268
38,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,39,United-States,<=50K,0.8525062819796573,0.503256919183864,0.4290296850539727
37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.7876373846816079,0.5664788929008312,0.44617995368174335
19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,35,United-States,<=50K,0.8525062819796573,0.42886217498735846,0.36560769828018214
55,Private,10th,6,Never-married,Other-service,Not-in-family,White,Male,29,United-States,<=50K,1.093519284984871,0.3306262230799515,0.361546151059637
28,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,45,United-States,<=50K,1.093519284984871,0.5771093094509475,0.6310801594289127
53,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,El-Salvador,<=50K,1.093519284984871,0.46839670112770904,0.5122008257064447
32,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,40,?,<=50K,1.093519284984871,0.4396295778404319,0.4807434216182697
32,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K,0.8525062819796573,0.4604459043691378,0.3925330259864945
34,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,1.093519284984871,0.48828767121426175,0.5339519850931472
49,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,45,United-States,>50K,0.7876373846816079,0.5158764327442247,0.4063235643055385
21,Private,Some-college,10,Never-married,Other-service,Other-relative,White,Female,30,United-States,<=50K,0.8525062819796573,0.40864271734148305,0.34837048361885176
24,State-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,20,United-States,<=50K,0.8525062819796573,0.4568339390300525,0.3894538028446315
29,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,40,?,<=50K,1.093519284984871,0.4955199887953923,0.5418606638432486
34,Local-gov,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0.8525062819796573,0.5623693038597916,0.47942336433299904
52,?,Prof-school,15,Married-spouse-absent,?,Unmarried,Asian-Pac-Islander,Female,40,Vietnam,<=50K,0.8525062819796573,0.6470268381020291,0.5515944440914144
41,Private,5th-6th,3,Married-civ-spouse,Farming-fishing,Wife,White,Female,40,Mexico,<=50K,0.8525062819796573,0.2719583449755506,0.23184619752844765
21,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,0.8525062819796573,0.42456108468995335,0.3619409917822825
43,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,>50K,0.7876373846816079,0.5817388873076752,0.45819929576660595
31,Local-gov,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,40,United-States,<=50K,1.093519284984871,0.43825971482675197,0.4792454499950233
62,Private,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,30,United-States,<=50K,1.093519284984871,0.5548071008963575,0.6066922642767141
51,Private,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,<=50K,0.8525062819796573,0.3156569751103493,0.2690995542322691
30,Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,25,United-States,<=50K,0.8525062819796573,0.3680123007933668,0.3137327982721324
24,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.5486706737229929,0.5999819628217347
36,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,1.093519284984871,0.44510902989515133,0.4867353081112554
57,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.3838761531884285,0.4197759765573531
46,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,0.7876373846816079,0.6476852110436553,0.5101410857233799
33,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.6509994408401117,0.7118804430730298
42,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K,1.093519284984871,0.5062873916484656,0.5536350265122855
62,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.48072546825082785,0.5256825703156626
64,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,20,United-States,<=50K,1.093519284984871,0.4216284595832471,0.4610588516527449
18,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,25,United-States,<=50K,0.8525062819796573,0.38157394462720834,0.325294184834453
43,Private,5th-6th,3,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,35,Mexico,<=50K,1.093519284984871,0.2517388873296752,0.27528132807563344
62,Self-emp-not-inc,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,66,United-States,<=50K,0.8525062819796573,0.4501132233616503,0.38372435051791953
29,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,1.093519284984871,0.5714383561398625,0.6248788626189925
43,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,Haiti,>50K,0.7876373846816079,0.5746980709829104,0.4526536856105446
69,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.6103145093385869,0.6673906858678239
34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K,0.8525062819796573,0.5623693038597916,0.47942336433299904
25,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,30,United-States,<=50K,1.093519284984871,0.5041221693902025,0.5512673142165962
47,Local-gov,Some-college,10,Divorced,Transport-moving,Unmarried,White,Male,40,United-States,<=50K,1.093519284984871,0.4901775230436298,0.5360185745143252
17,Private,10th,6,Never-married,Other-service,Own-child,White,Male,8,United-States,<=50K,1.093519284984871,0.18214285713252915,0.19917672689666477
41,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,65,United-States,<=50K,1.093519284984871,0.6867542633217262,0.7509790309878858
19,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K,1.093519284984871,0.35998462396765313,0.39365012860665566
57,Private,1st-4th,2,Married-civ-spouse,Other-service,Husband,Other,Male,40,Dominican-Republic,<=50K,1.093519284984871,0.26387615319642843,0.2885536623679167
25,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Male,35,United-States,<=50K,1.093519284984871,0.40708135307143767,0.44515131014135234
37,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Canada,>50K,0.7876373846816079,0.4764788929068311,0.3752925890651244
29,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.4955199887953923,0.5418606638432486
32,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,35,United-States,<=50K,1.093519284984871,0.4466703941651967,0.48844269005143637
35,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,0.7876373846816079,0.6466983505427065,0.5093637974993671
52,Private,12th,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,1.093519284984871,0.43702683811602916,0.47789727553583916
29,Private,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,38,El-Salvador,<=50K,0.8525062819796573,0.4263363153300982,0.3634543870549688
23,Private,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,36,United-States,<=50K,0.8525062819796573,0.558933463768725,0.4764942890714872
31,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.378259714830752,0.4136342929003051
40,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K,1.093519284984871,0.4965068492963409,0.5429398148326258
19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K,0.8525062819796573,0.32998462396965317,0.28131396489082433
21,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,10,United-States,<=50K,1.093519284984871,0.31680598264854265,0.3464334516247638
64,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,<=50K,0.8525062819796573,0.46050601060495244,0.3925842669301126
37,Local-gov,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,43,United-States,<=50K,0.8525062819796573,0.5202544031087721,0.44352014687780517
22,Private,10th,6,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,30,United-States,<=50K,1.093519284984871,0.29001258036316296,0.31713434951534336
29,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,Germany,<=50K,1.093519284984871,0.43551998879939224,0.4762495067485304
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.44647889290883114,0.4882332797345018
29,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,1.093519284984871,0.5555199887913923,0.6074718209379668
38,Private,11th,7,Divorced,Machine-op-inspct,Not-in-family,White,Male,65,United-States,<=50K,1.093519284984871,0.5026446742926867,0.5496516448339921
27,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,1.093519284984871,0.4786986301185028,0.5234661837304224
58,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,35,United-States,>50K,0.7876373846816079,0.5722868325148732,0.4507545040497361
60,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,<=50K,0.8525062819796573,0.48502655854823296,0.4134881880893426
20,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,25,United-States,<=50K,1.093519284984871,0.38431367065456806,0.42025441034409444
51,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0.7876373846816079,0.4956569750983493,0.3903979635656607
37,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,65,United-States,<=50K,1.093519284984871,0.4412748112830067,0.4825425161160274
22,State-gov,12th,8,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K,0.7876373846816079,0.4418493150521034,0.34801703893099856
56,Self-emp-not-inc,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,<=50K,1.093519284984871,0.47434302486768903,0.5187032453908762
19,Private,Some-college,10,Separated,Sales,Unmarried,White,Female,25,United-States,<=50K,0.8525062819796573,0.3829438076408882,0.3264620016590667
37,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,United-States,<=50K,0.8525062819796573,0.4605605255583609,0.3926307412703552
27,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,0.8525062819796573,0.4627802627700325,0.3945230811876492
27,Private,HS-grad,9,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Male,20,United-States,<=50K,1.093519284984871,0.3409435280790921,0.3728283230452681
52,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,1.093519284984871,0.5429452054584993,0.593721052858942
45,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Female,40,United-States,<=50K,0.8525062819796573,0.45743779701827014,0.3899685955730106
28,Private,Some-college,10,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,40,United-States,<=50K,1.093519284984871,0.4641501257837124,0.5075571136726431
20,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0.8525062819796573,0.42319122167627343,0.3607731749576688
28,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K,0.8525062819796573,0.6300684931221826,0.5371373484641172
44,Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,<=50K,1.093519284984871,0.5160679340005903,0.564330238191945
30,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.5568898518050721,0.6089697925612132
26,State-gov,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Female,8,United-States,<=50K,0.8525062819796573,0.374471624243648,0.3192394120908356
55,?,Masters,14,Married-civ-spouse,?,Husband,White,Male,18,United-States,<=50K,1.093519284984871,0.5201160189828342,0.5687568971872864
46,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,0.8525062819796573,0.45880766003194995,0.39113641239762426
51,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,1.093519284984871,0.6315753424388195,0.690639816877773
25,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0.8525062819796573,0.5500405367366727,0.46891301291147597
43,Local-gov,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,40,United-States,<=50K,1.093519284984871,0.4546980709909103,0.49722110947398035
19,?,HS-grad,9,Never-married,?,Own-child,White,Female,28,United-States,<=50K,0.8525062819796573,0.3667193178468293,0.31263052218771664
36,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,1.093519284984871,0.44510902989515133,0.4867353081112554
36,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,1.093519284984871,0.4751090298931513,0.5195408866586144
48,Private,Bachelors,13,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,40,Vietnam,<=50K,0.8525062819796573,0.5815473860513097,0.4957727998775905
30,?,11th,7,Never-married,?,Unmarried,White,Male,40,United-States,<=50K,1.093519284984871,0.37688985181707213,0.4121363212770587
24,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,United-States,>50K,0.7876373846816079,0.567038020661581,0.4466203436089233
30,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,36,United-States,<=50K,0.8525062819796573,0.41852250487448406,0.3567930645553594
62,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.6007254682428278,0.6569048845050989
49,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,85,United-States,>50K,0.7876373846816079,0.8495499021201055,0.669137263062396
36,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K,1.093519284984871,0.4910273972416215,0.5369479283396401
49,State-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0.8525062819796573,0.6129172490629896,0.5225158051598888
52,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,1.093519284984871,0.4970268381120291,0.5435084326305573
52,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,0.7876373846816079,0.5570268381080291,0.43873516196487344
26,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,53,United-States,<=50K,1.093519284984871,0.49110427730876394,0.5370319981756914
51,State-gov,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,1.093519284984871,0.4656569751003493,0.5092048824599519
18,Private,10th,6,Never-married,Other-service,Own-child,White,Male,20,United-States,<=50K,1.093519284984871,0.23861476096197326,0.2609298427939729
30,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,40,United-States,<=50K,1.093519284984871,0.43688985181307216,0.4777474783717769
46,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,20,United-States,<=50K,1.093519284984871,0.36697092533900955,0.4012897838869502
28,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Female,40,United-States,<=50K,0.8525062819796573,0.43415012578571244,0.37011570955457823
62,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,38,United-States,>50K,2.1999658551748333,0.5015417947795338,1.1033748234580778
69,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,24,United-States,<=50K,0.8525062819796573,0.4168451215922345,0.355363084769954
